t,carotid_880nm,carotid_660nm,brachial_880nm,brachial_660nm
1179.7,198.12,113.81,-107.38,-12.658
1189.6,201.12,114.81,-107.38,-12.658
1199.5,201.12,113.81,-108.38,-12.658
1209.4,203.12,113.81,-111.38,-14.658
1219.2,204.12,112.81,-112.38,-15.658
1229.1,202.12,110.81,-113.38,-19.658
1239.0,201.12,110.81,-119.38,-19.658
1248.9,200.12,109.81,-122.38,-22.658
1258.8,198.12,109.81,-128.38,-24.658
1268.7,197.12,109.81,-133.38,-26.658
1278.6,198.12,107.81,-139.38,-27.658
1288.4,196.12,109.81,-141.38,-29.658
1298.3,200.12,110.81,-144.38,-29.658
1308.2,202.12,110.81,-146.38,-31.658
1318.1,205.12,112.81,-152.38,-32.658
1328.0,209.12,114.81,-153.38,-32.658
1337.9,212.12,114.81,-157.38,-33.658
1347.8,213.12,115.81,-160.38,-35.658
1357.6,214.12,115.81,-164.38,-36.658
1367.5,213.12,114.81,-164.38,-36.658
1377.4,211.12,114.81,-167.38,-38.658
1387.3,207.12,113.81,-166.38,-38.658
1397.2,204.12,111.81,-171.38,-39.658
1407.1,200.12,111.81,-177.38,-40.658
1417.0,196.12,109.81,-180.38,-43.658
1426.8,192.12,108.81,-184.38,-45.658
1436.7,187.12,107.81,-189.38,-47.658
1446.6,187.12,107.81,-193.38,-49.658
1456.5,175.12,104.81,-198.38,-50.658
1466.4,175.12,104.81,-203.38,-53.658
1476.3,165.12,101.81,-207.38,-54.658
1486.2,165.12,101.81,-214.38,-57.658
1496.0,155.12,98.812,-219.38,-61.658
1505.9,155.12,98.812,-224.38,-62.658
1515.8,147.12,95.812,-227.38,-64.658
1525.7,147.12,95.812,-233.38,-66.658
1535.6,141.12,95.812,-238.38,-69.658
1545.5,141.12,95.812,-243.38,-70.658
1555.4,140.12,99.812,-247.38,-73.658
1565.2,140.12,99.812,-255.38,-76.658
1575.1,134.12,96.812,-259.38,-78.658
1585.0,135.12,95.812,-263.38,-80.658
1594.9,153.12,97.812,-258.38,-77.658
1604.8,180.12,101.81,-247.38,-73.658
1614.7,208.12,107.81,-237.38,-71.658
1624.6,232.12,112.81,-228.38,-70.658
1634.4,254.12,117.81,-221.38,-68.658
1644.3,271.12,120.81,-220.38,-71.658
1654.2,287.12,123.81,-223.38,-74.658
1664.1,301.12,125.81,-230.38,-78.658
1674.0,313.12,127.81,-235.38,-81.658
1683.9,321.12,130.81,-237.38,-85.658
1693.8,329.12,132.81,-242.38,-86.658
1703.6,334.12,133.81,-245.38,-89.658
1713.5,335.12,132.81,-253.38,-93.658
1723.4,336.12,132.81,-258.38,-96.658
1733.3,338.12,131.81,-263.38,-97.658
1743.2,339.12,132.81,-271.38,-102.66
1753.1,339.12,131.81,-276.38,-103.66
1763.0,339.12,132.81,-281.38,-106.66
1772.8,338.12,131.81,-285.38,-107.66
1782.7,338.12,130.81,-289.38,-108.66
1792.6,339.12,129.81,-291.38,-111.66
1802.5,341.12,129.81,-296.38,-112.66
1812.4,347.12,130.81,-299.38,-115.66
1822.3,354.12,131.81,-304.38,-117.66
1832.2,358.12,132.81,-309.38,-118.66
1842.0,362.12,134.81,-313.38,-120.66
1851.9,366.12,136.81,-313.38,-120.66
1861.8,370.12,136.81,-321.38,-124.66
1871.7,374.12,135.81,-321.38,-124.66
1881.6,376.12,136.81,-330.38,-129.66
1891.5,380.12,137.81,-330.38,-129.66
1901.4,382.12,137.81,-339.38,-132.66
1911.2,383.12,138.81,-339.38,-132.66
1921.1,385.12,138.81,-346.38,-136.66
1931.0,386.12,139.81,-346.38,-136.66
1940.9,387.12,139.81,-351.38,-138.66
1950.8,385.12,138.81,-351.38,-138.66
1960.7,382.12,136.81,-361.38,-141.66
1970.6,380.12,136.81,-361.38,-141.66
1980.4,378.12,133.81,-367.38,-145.66
1990.3,375.12,132.81,-367.38,-145.66
2000.2,374.12,131.81,-375.38,-149.66
2010.1,375.12,130.81,-375.38,-149.66
2020.0,375.12,129.81,-379.38,-151.66
2029.9,378.12,131.81,-379.38,-151.66
2039.8,379.12,133.81,-386.38,-153.66
2049.6,382.12,135.81,-386.38,-153.66
2059.5,375.12,133.81,-386.38,-155.66
2069.4,370.12,130.81,-394.38,-157.66
2079.3,375.12,129.81,-398.38,-158.66
2089.2,397.12,133.81,-400.38,-161.66
2099.1,429.12,138.81,-394.38,-157.66
2109.0,455.12,143.81,-382.38,-152.66
2118.8,474.12,148.81,-367.38,-149.66
2128.7,494.12,153.81,-361.38,-147.66
2138.6,513.12,156.81,-352.38,-146.66
2148.5,531.12,163.81,-349.38,-146.66
2158.4,531.12,163.81,-352.38,-148.66
2168.3,566.12,171.81,-354.38,-150.66
2178.2,566.12,171.81,-356.38,-151.66
2188.0,590.12,178.81,-358.38,-153.66
2197.9,590.12,178.81,-360.38,-156.66
2207.8,601.12,182.81,-362.38,-156.66
2217.7,601.12,182.81,-365.38,-159.66
2227.6,607.12,183.81,-369.38,-160.66
2237.5,607.12,183.81,-375.38,-162.66
2247.4,606.12,182.81,-376.38,-164.66
2257.2,606.12,182.81,-380.38,-165.66
2267.1,612.12,184.81,-383.38,-166.66
2277.0,612.12,184.81,-386.38,-167.66
2286.9,616.12,185.81,-387.38,-166.66
2296.8,616.12,185.81,-390.38,-167.66
2306.7,619.12,185.81,-392.38,-168.66
2316.5,620.12,184.81,-398.38,-170.66
2326.4,620.12,186.81,-401.38,-171.66
2336.3,621.12,185.81,-405.38,-173.66
2346.2,623.12,187.81,-410.38,-175.66
2356.1,626.12,187.81,-414.38,-175.66
2366.0,627.12,188.81,-416.38,-176.66
2375.9,627.12,187.81,-418.38,-176.66
2385.8,625.12,189.81,-420.38,-176.66
2395.6,623.12,189.81,-423.38,-177.66
2405.5,615.12,188.81,-423.38,-176.66
2415.4,607.12,187.81,-427.38,-177.66
2425.3,596.12,185.81,-431.38,-179.66
2435.2,580.12,182.81,-433.38,-179.66
2445.1,561.12,180.81,-436.38,-180.66
2454.9,538.12,174.81,-439.38,-181.66
2464.8,513.12,170.81,-442.38,-182.66
2474.7,488.12,165.81,-442.38,-182.66
2484.6,462.12,161.81,-443.38,-183.66
2494.5,435.12,156.81,-446.38,-182.66
2504.4,410.12,151.81,-447.38,-183.66
2514.3,385.12,148.81,-451.38,-183.66
2524.2,362.12,144.81,-451.38,-183.66
2534.0,342.12,142.81,-453.38,-184.66
2543.9,317.12,140.81,-458.38,-186.66
2553.8,294.12,138.81,-461.38,-187.66
2563.7,269.12,133.81,-465.38,-187.66
2573.6,258.12,134.81,-466.38,-188.66
2583.5,259.12,137.81,-465.38,-186.66
2593.3,271.12,141.81,-451.38,-181.66
2603.2,282.12,144.81,-436.38,-174.66
2613.1,288.12,146.81,-419.38,-169.66
2623.0,291.12,149.81,-405.38,-165.66
2632.9,294.12,152.81,-396.38,-164.66
2642.8,293.12,152.81,-393.38,-163.66
2652.7,291.12,152.81,-393.38,-165.66
2662.5,287.12,151.81,-394.38,-165.66
2672.4,282.12,149.81,-394.38,-166.66
2682.3,274.12,148.81,-394.38,-168.66
2692.2,266.12,146.81,-392.38,-166.66
2702.1,255.12,143.81,-392.38,-167.66
2712.0,245.12,139.81,-393.38,-168.66
2721.9,238.12,138.81,-396.38,-168.66
2731.7,228.12,135.81,-401.38,-170.66
2741.6,218.12,132.81,-402.38,-171.66
2751.5,209.12,130.81,-403.38,-169.66
2761.4,197.12,128.81,-407.38,-170.66
2771.3,189.12,126.81,-407.38,-169.66
2781.2,181.12,124.81,-404.38,-169.66
2791.1,171.12,122.81,-404.38,-168.66
2800.9,164.12,121.81,-405.38,-167.66
2810.8,158.12,120.81,-404.38,-166.66
2820.7,151.12,117.81,-405.38,-166.66
2830.6,144.12,116.81,-405.38,-166.66
2840.5,136.12,114.81,-405.38,-166.66
2850.4,127.12,111.81,-406.38,-165.66
2860.3,117.12,108.81,-406.38,-165.66
2870.1,108.12,106.81,-405.38,-163.66
2880.0,96.122,102.81,-405.38,-163.66
2889.9,96.122,102.81,-404.38,-161.66
2899.8,74.122,95.812,-404.38,-161.66
2909.7,74.122,95.812,-403.38,-161.66
2919.6,52.122,88.812,-403.38,-161.66
2929.5,52.122,88.812,-404.38,-160.66
2939.3,29.122,81.812,-404.38,-160.66
2949.2,29.122,81.812,-402.38,-157.66
2959.1,3.1216,74.812,-402.38,-157.66
2969.0,3.1216,74.812,-398.38,-154.66
2978.9,-17.878,68.812,-398.38,-154.66
2988.8,-17.878,68.812,-395.38,-153.66
2998.7,-38.878,61.812,-395.38,-153.66
3008.5,-38.878,61.812,-395.38,-152.66
3018.4,-59.878,58.812,-395.38,-152.66
3028.3,-59.878,58.812,-394.38,-151.66
3038.2,-67.878,59.812,-394.38,-152.66
3048.1,-77.878,57.812,-395.38,-150.66
3058.0,-86.878,56.812,-394.38,-151.66
3067.9,-92.878,53.812,-394.38,-150.66
3077.7,-89.878,56.812,-393.38,-148.66
3087.6,-74.878,59.812,-386.38,-144.66
3097.5,-56.878,63.812,-369.38,-137.66
3107.4,-38.878,67.812,-352.38,-132.66
3117.3,-23.878,71.812,-338.38,-127.66
3127.2,-11.878,76.812,-324.38,-123.66
3137.1,-1.8784,79.812,-319.38,-123.66
3146.9,4.1216,80.812,-319.38,-124.66
3156.8,9.1216,80.812,-319.38,-126.66
3166.7,7.1216,80.812,-320.38,-127.66
3176.6,5.1216,77.812,-317.38,-125.66
3186.5,0
