t,carotid_880nm,carotid_660nm,brachial_880nm,brachial_660nm
704.0,122.1,77.974,62.033,19.627
713.9,122.1,77.974,59.033,18.627
723.8,121.1,76.974,60.033,18.627
733.6,121.1,76.974,57.033,18.627
743.5,118.1,74.974,57.033,18.627
753.4,117.1,75.974,57.033,18.627
763.3,116.1,74.974,54.033,17.627
773.2,114.1,73.974,53.033,17.627
783.1,114.1,72.974,54.033,18.627
793.0,111.1,72.974,54.033,18.627
802.8,110.1,70.974,53.033,18.627
812.7,108.1,70.974,52.033,18.627
822.6,105.1,68.974,49.033,17.627
832.5,105.1,68.974,50.033,17.627
842.4,104.1,68.974,50.033,17.627
852.3,101.1,66.974,47.033,18.627
862.2,101.1,66.974,47.033,18.627
872.0,98.096,65.974,48.033,19.627
881.9,97.096,66.974,48.033,19.627
891.8,97.096,66.974,46.033,19.627
901.7,100.1,67.974,46.033,19.627
911.6,98.096,66.974,43.033,17.627
921.5,97.096,67.974,43.033,17.627
931.4,99.096,68.974,42.033,17.627
941.2,102.1,71.974,42.033,17.627
951.1,105.1,72.974,41.033,18.627
961.0,107.1,74.974,41.033,18.627
970.9,113.1,76.974,46.033,20.627
980.8,118.1,79.974,46.033,20.627
990.7,122.1,79.974,59.033,24.627
1000.6,125.1,81.974,59.033,24.627
1010.4,130.1,81.974,73.033,25.627
1020.3,130.1,82.974,73.033,25.627
1030.2,135.1,83.974,80.033,28.627
1040.1,137.1,83.974,89.033,29.627
1050.0,141.1,87.974,96.033,31.627
1059.9,143.1,88.974,104.03,32.627
1069.8,147.1,89.974,112.03,36.627
1079.6,150.1,90.974,113.03,34.627
1089.5,151.1,89.974,118.03,36.627
1099.4,151.1,90.974,120.03,37.627
1109.3,152.1,91.974,125.03,38.627
1119.2,152.1,90.974,129.03,42.627
1129.1,157.1,91.974,131.03,41.627
1139.0,157.1,91.974,135.03,41.627
1148.8,156.1,91.974,137.03,42.627
1158.7,158.1,92.974,135.03,43.627
1168.6,158.1,93.974,137.03,43.627
1178.5,158.1,93.974,137.03,44.627
1188.4,160.1,92.974,137.03,44.627
1198.3,158.1,93.974,138.03,45.627
1208.2,160.1,93.974,136.03,44.627
1218.0,162.1,94.974,136.03,43.627
1227.9,164.1,94.974,134.03,44.627
1237.8,165.1,94.974,134.03,44.627
1247.7,163.1,94.974,133.03,45.627
1257.6,165.1,94.974,132.03,44.627
1267.5,165.1,94.974,133.03,44.627
1277.4,165.1,95.974,131.03,43.627
1287.2,164.1,94.974,134.03,43.627
1297.1,164.1,93.974,135.03,44.627
1307.0,163.1,93.974,135.03,43.627
1316.9,162.1,92.974,131.03,43.627
1326.8,163.1,92.974,131.03,42.627
1336.7,160.1,91.974,131.03,42.627
1346.6,160.1,92.974,133.03,43.627
1356.4,161.1,92.974,132.03,44.627
1366.3,159.1,91.974,132.03,42.627
1376.2,158.1,92.974,132.03,44.627
1386.1,159.1,91.974,130.03,42.627
1396.0,156.1,90.974,129.03,42.627
1405.9,154.1,89.974,130.03,43.627
1415.8,154.1,88.974,129.03,42.627
1425.6,153.1,87.974,128.03,42.627
1435.5,152.1,87.974,127.03,41.627
1445.4,152.1,87.974,126.03,42.627
1455.3,151.1,87.974,124.03,41.627
1465.2,151.1,87.974,121.03,40.627
1475.1,147.1,84.974,120.03,40.627
1485.0,147.1,84.974,118.03,40.627
1494.8,144.1,83.974,117.03,39.627
1504.7,144.1,83.974,115.03,40.627
1514.6,140.1,81.974,112.03,38.627
1524.5,140.1,81.974,112.03,36.627
1534.4,139.1,81.974,109.03,35.627
1544.3,139.1,81.974,108.03,36.627
1554.2,137.1,80.974,106.03,35.627
1564.0,137.1,80.974,102.03,35.627
1573.9,134.1,79.974,103.03,35.627
1583.8,134.1,79.974,101.03,35.627
1593.7,131.1,78.974,100.03,34.627
1603.6,131.1,78.974,99.033,33.627
1613.5,131.1,78.974,97.033,34.627
1623.4,127.1,75.974,96.033,33.627
1633.2,126.1,75.974,95.033,32.627
1643.1,122.1,74.974,93.033,32.627
1653.0,122.1,72.974,90.033,32.627
1662.9,120.1,73.974,90.033,31.627
1672.8,118.1,71.974,86.033,30.627
1682.7,116.1,71.974,83.033,29.627
1692.6,114.1,70.974,82.033,30.627
1702.4,114.1,70.974,81.033,29.627
1712.3,113.1,69.974,79.033,28.627
1722.2,110.1,68.974,75.033,27.627
1732.1,107.1,66.974,72.033,26.627
1742.0,103.1,66.974,70.033,24.627
1751.9,103.1,65.974,68.033,24.627
1761.8,100.1,64.974,65.033,22.627
1771.6,98.096,63.974,64.033,22.627
1781.5,98.096,63.974,61.033,22.627
1791.4,96.096,62.974,60.033,21.627
1801.3,94.096,62.974,58.033,20.627
1811.2,94.096,61.974,55.033,22.627
1821.1,93.096,60.974,55.033,20.627
1831.0,91.096,60.974,51.033,20.627
1840.8,89.096,58.974,49.033,19.627
1850.7,88.096,59.974,47.033,18.627
1860.6,84.096,57.974,47.033,17.627
1870.5,83.096,58.974,46.033,19.627
1880.4,84.096,58.974,42.033,17.627
1890.3,83.096,60.974,40.033,16.627
1900.2,84.096,60.974,38.033,16.627
1910.0,81.096,58.974,36.033,16.627
1919.9,82.096,57.974,34.033,14.627
1929.8,83.096,59.974,31.033,14.627
1939.7,85.096,60.974,29.033,14.627
1949.6,87.096,62.974,29.033,14.627
1959.5,92.096,64.974,26.033,13.627
1969.4,97.096,65.974,26.033,13.627
1979.2,98.096,68.974,27.033,13.627
1989.1,103.1,67.974,27.033,13.627
1999.0,107.1,69.974,41.033,14.627
2008.9,110.1,71.974,41.033,14.627
2018.8,113.1,72.974,57.033,17.627
2028.7,117.1,73.974,57.033,17.627
2038.5,121.1,75.974,69.033,20.627
2048.4,125.1,76.974,69.033,20.627
2058.3,125.1,76.974,81.033,22.627
2068.2,130.1,80.974,81.033,22.627
2078.1,132.1,80.974,88.033,26.627
2088.0,133.1,80.974,88.033,26.627
2097.9,135.1,80.974,96.033,28.627
2107.8,136.1,80.974,96.033,28.627
2117.6,136.1,79.974,98.033,28.627
2127.5,137.1,80.974,98.033,28.627
2137.4,140.1,81.974,101.03,29.627
2147.3,137.1,80.974,101.03,29.627
2157.2,138.1,81.974,102.03,28.627
2167.1,138.1,82.974,100.03,28.627
2176.9,139.1,81.974,101.03,29.627
2186.8,138.1,81.974,99.033,29.627
2196.7,140.1,80.974,99.033,28.627
2206.6,139.1,80.974,98.033,29.627
2216.5,140.1,80.974,97.033,29.627
2226.4,141.1,80.974,96.033,29.627
2236.3,142.1,81.974,95.033,29.627
2246.2,143.1,82.974,94.033,28.627
2256.0,143.1,82.974,95.033,29.627
2265.9,142.1,82.974,94.033,29.627
2275.8,140.1,80.974,93.033,29.627
2285.7,140.1,82.974,94.033,27.627
2295.6,140.1,82.974,94.033,28.627
2305.5,141.1,80.974,93.033,28.627
2315.3,141.1,80.974,91.033,27.627
2325.2,139.1,78.974,91.033,28.627
2335.1,139.1,78.974,91.033,27.627
2345.0,137.1,79.974,91.033,28.627
2354.9,137.1,79.974,91.033,27.627
2364.8,134.1,78.974,92.033,29.627
2374.7,134.1,78.974,91.033,28.627
2384.5,133.1,75.974,88.033,27.627
2394.4,133.1,75.974,85.033,25.627
2404.3,131.1,75.974,86.033,25.627
2414.2,131.1,75.974,83.033,25.627
2424.1,128.1,74.974,83.033,24.627
2434.0,128.1,74.974,81.033,23.627
2443.9,128.1,75.974,76.033,22.627
2453.7,128.1,75.974,77.033,22.627
2463.6,127.1,73.974,74.033,22.627
2473.5,126.1,72.974,72.033,21.627
2483.4,123.1,71.974,68.033,20.627
2493.3,122.1,72.974,68.033,20.627
2503.2,122.1,72.974,67.033,22.627
2513.1,119.1,70.974,67.033,21.627
2522.9,117.1,70.974,64.033,20.627
2532.8,117.1,68.974,61.033,19.627
2542.7,115.1,66.974,57.033,18.627
2552.6,112.1,67.974,56.033,17.627
2562.5,111.1,66.974,54.033,17.627
2572.4,109.1,65.974,54.033,17.627
2582.3,108.1,64.974,54.033,17.627
2592.1,106.1,64.974,50.033,16.627
2602.0,106.1,62.974,48.033,16.627
2611.9,103.1,62.974,48.033,16.627
2621.8,99.096,61.974,46.033,15.627
2631.7,98.096,60.974,42.033,14.627
2641.6,95.096,58.974,41.033,14.627
2651.5,95.096,58.974,42.033,14.627
2661.3,92.096,58.974,41.033,14.627
2671.2,90.096,56.974,38.033,12.627
2681.1,91.096,57.974,36.033,11.627
2691.0,89.096,57.974,34.033,12.627
2700.9,87.096,56.974,33.033,12.627
2710.8,85.096,55.974,32.033,11.627
2720.7,83.096,54.974,31.033,11.627
2730.5,82.096,52.974,28.033,10.627
2740.4,80.096,52.974,25.033,10.627
2750.3,77.096,50.974,22.033,7.6273
2760.2,77.096,51.974,22.033,9.6273
2770.1,76.096,50.974,21.033,9.6273
2780.0,73.096,50.974,19.033,7.6273
2789.9,71.096,48.974,17.033,7.6273
2799.7,69.096,48.974,12.033,6.6273
2809.6,70.096,48.974,10.033,6.6273
2819.5,68.096,47.974,8.0332,5.6273
2829.4,65.096,45.974,5.0332,3.6273
2839.3,62.096,44.974,5.0332,4.6273
2849.2,62.096,42.974,4.0332,4.6273
2859.1,60.096,42.974,2.0332,4.6273
2868.9,59.096,42.974,1.0332,3.6273
2878.8,57.096,44.974,-0.96678,2.6273
2888.7,60.096,45.974,-4.9668,2.6273
2898.6,56.096,43.974,-5.9668,1.6273
2908.5,58.096,45.974,-6.9668,0.6273
2918.4,60.096,46.974,-11.967,1.6273
2928.3,62.096,48.974,-11.967,0.6273
2938.1,64.096,49.974,-12.967,0.6273
2948.0,68.096,50.974,-11.967,0.6273
2957.9,72.096,52.974,-11.967,-0.3727
2967.8,76.096,53.974,-11.967,0.6273
2977.7,77.096,53.974,-7.9668,0.6273
2987.6,82.096,55.974,-1.9668,1.6273
2997.5,84.096,55.974,-1.9668,1.6273
3007.3,87.096,56.974,17.033,4.6273
3017.2,89.096,56.974,17.033,4.6273
3027.1,93.096,57.974,28.033,7.6273
3037.0,91.096,58.974,28.033,7.6273
3046.9,94.096,59.974,37.033,8.6273
3056.8,96.096,59.974,37.033,8.6273
3066.7,98.096,59.974,46.033,11.627
3076.5,96.096,58.974,46.033,11.627
3086.4,97.096,58.974,48.033,12.627
3096.3,97.096,56.974,48.033,12.627
3106.2,96.096,57.974,53.033,14.627
3116.1,95.096,56.974,53.033,14.627
3126.0,95.096,55.974,54.033,15.627
3135.9,95.096,56.974,54.033,15.627
3145.7,95.096,56.974,51.033,12.627
3155.6,96.096,55.974,51.033,12.627
3165.5,96.096,55.974,47.033,12.627
3175.4,96.096,56.974,47.033,12.627
3185.3,96.096,56.974,44.033,13.627
3195.2,97.096,54.974,42.033,13.627
3205.1,97.096,54.974,40.033,12.627
3214.9,96.096,54.974,37.033,11.627
3224.8,96.096,54.974,37.033,12.627
3234.7,96.096,55.974,40.033,12.627
3244.6,96.096,55.974,39.033,12.627
3254.5,95.096,54.974,38.033,11.627
3264.4,95.096,54.974,37.033,11.627
3274.3,92.096,52.974,36.033,10.627
3284.1,92.096,52.974,37.033,12.627
3294.0,93.096,52.974,35.033,12.627
3303.9,93.096,52.974,37.033,12.627
3313.8,91.096,50.974,38.033,11.627
3323.7,91.096,50.974,37.033,10.627
3333.6,89.096,50.974,38.033,11.627
3343.5,87.096,49.974,34.033,10.627
3353.3,86.096,47.974,34.033,11.627
3363.2,85.096,47.974,35.033,11.627
3373.1,85.096,45.974,34.033,11.627
3383.0,83.096,46.974,31.033,10.627
3392.9,82.096,44.974,31.033,9.6273
3402.8,81.096,44.974,29.033,9.6273
3412.7,79.096,44.974,28.033,9.6273
3422.5,79.096,43.974,27.033,8.6273
3432.4,78.096,43.974,26.033,8.6273
3442.3,75.096,42.974,25.033,9.6273
3452.2,74.096,41.974,21.033,7.6273
3462.1,70.096,40.974,20.033,7.6273
3472.0,69.096,39.974,20.033,7.6273
3481.9,70.096,38.974,19.033,6.6273
3491.7,67.096,37.974,18.033,6.6273
3501.6,63.096,34.974,16.033,5.6273
3511.5,63.096,34.974,12.033,5.6273
3521.4,62.096,34.974,11.033,3.6273
3531.3,60.096,33.974,11.033,5.6273
3541.2,59.096,31.974,10.033,4.6273
3551.1,57.096,32.974,8.0332,3.6273
3560.9,54.096,29.974,4.0332,3.6273
3570.8,54.096,31.974,6.0332,2.6273
3580.7,51.096,28.974,4.0332,3.6273
3590.6,50.096,29.974,1.0332,3.6273
3600.5,47.096,28.974,2.0332,2.6273
3610.4,46.096,26.974,0.033217,2.6273
3620.3,45.096,25.974,-2.9668,2.6273
3630.1,44.096,25.974,-4.9668,0.6273
3640.0,41.096,22.974,-5.9668,1.6273
3649.9,40.096,23.974,-7.9668,0.6273
3659.8,37.096,22.974,-7.9668,-0.3727
3669.7,35.096,20.974,-8.9668,-0.3727
3679.6,34.096,21.974,-8.9668,-1.3727
3689.5,31.096,21.974,-10.967,-1.3727
3699.3,31.096,18.974,-12.967,-2.3727
3709.2,29.096,17.974,-15.967,-3.3727
3719.1,25.096,16.974,-18.967,-4.3727
3729.0,25.096,15.974,-18.967,-3.3727
3738.9,23.096,14.974,-17.967,-4.3727
3748.8,21.096,15.974,-20.967,-3.3727
3758.7,18.096,13.974,-19.967,-3.3727
3768.5,18.096,12.974,-24.967,-4.3727
3778.4,12.096,11.974,-24.967,-3.3727
3788.3,10.096,8.9742,-25.967,-5.3727
3798.2,10.096,8.9742,-29.967,-4.3727
3808.1,7.096,7.9742,-29.967,-5.3727
3818.0,7.096,8.9742,-30.967,-5.3727
3827.9,8.096,10.974,-34.967,-7.3727
3837.7,9.096,13.974,-34.967,-6.3727
3847.6,7.096,11.974,-36.967,-7.3727
3857.5,9.096,13.974,-37.967,-6.3727
3867.4,10.096,14.974,-42.967,-8.3727
3877.3,15.096,15.974,-42.967,-8.3727
3887.2,22.096,19.974,-45.967,-11.373
3897.1,26.096,20.974,-44.967,-10.373
3906.9,33.096,23.974,-44.967,-10.373
3916.8,37.096,24.974,-40.967,-11.373
3926.7,39.096,24.974,-36.967,-10.373
3936.6,43.096,24.974,-26.967,-7.3727
3946.5,46.096,25.974,-14.967,-4.3727
3956.4,51.096,27.974,-3.9668,-3.3727
3966.3,51.096,28.974,5.0332,-1.3727
3976.1,54.096,29.974,15.033,3.6273
3986.0,57.096,30.974,23.033,4.6273
3995.9,59.096,30.974,32.033,5.6273
4005.8,62.096,30.974,36.033,8.6273
4015.7,62.096,30.974,41.033,9.6273
4025.6,64.096,30.974,45.033,11.627
4035.5,64.096,30.974,50.033,12.627
4045.3,65.096,29.974,52.033,13.627
4055.2,65.096,29.974,53.033,13.627
4065.1,67.096,30.974,53.033,13.627
4075.0,67.096,30.974,54.033,14.627
4084.9,67.096,29.974,54.033,14.627
4094.8,67.096,29.974,56.033,15.627
4104.7,69.096,32.974,56.033,15.627
4114.5,69.096,32.974,53.033,15.627
4124.4,74.096,33.974,53.033,15.627
4134.3,74.096,33.974,53.033,16.627
4144.2,73.096,33.974,53.033,16.627
4154.1,73.096,33.974,51.033,15.627
4164.0,73.096,33.974,51.033,15.627
4173.9,73.096,33.974,49.033,16.627
4183.7,74.096,34.974,49.033,16.627
4193.6,73.096,32.974,48.033,15.627
4203.5,75.096,33.974,48.033,15.627
4213.4,74.096,31.974,51.033,16.627
4223.3,71.096,31.974,51.033,16.627
4233.2,71.096,30.974,53.033,17.627
4243.1,71.096,28.974,53.033,17.627
4252.9,69.096,28.974,51.033,18.627
4262.8,69.096,27.974,51.033,18.627
4272.7,66.096,27.974,54.033,16.627
4282.6,67.096,26.974,54.033,16.627
4292.5,63.096,26.974,54.033,16.627
4302.4,62.096,26.974,54.033,16.627
4312.3,63.096,23.974,50.033,16.627
4322.1,61.096,23.974,50.033,15.627
4332.0,59.096,21.974,49.033,14.627
4341.9,59.096,20.974,50.033,13.627
4351.8,56.096,21.974,45.033,14.627
4361.7,52.096,20.974,45.033,13.627
4371.6,56.096,19.974,43.033,12.627
4381.5,54.096,19.974,44.033,12.627
4391.3,49.096,17.974,40.033,13.627
4401.2,49.096,17.974,39.033,12.627
4411.1,48.096,16.974,40.033,12.627
4421.0,45.096,15.974,35.033,10.627
4430.9,46.096,15.974,35.033,9.6273
4440.8,44.096,15.974,32.033,10.627
4450.7,42.096,14.974,31.033,10.627
4460.5,42.096,13.974,30.033,10.627
4470.4,38.096,12.974,27.033,9.6273
4480.3,37.096,12.974,26.033,7.6273
4490.2,36.096,10.974,26.033,7.6273
4500.1,33.096,10.974,24.033,7.6273
4510.0,32.096,8.9742,23.033,7.6273
4519.9,29.096,7.9742,22.033,6.6273
4529.7,28.096,6.9742,20.033,7.6273
4539.6,27.096,8.9742,21.033,6.6273
4549.5,26.096,6.9742,16.033,5.6273
4559.4,24.096,5.9742,15.033,5.6273
4569.3,22.096,3.9742,13.033,3.6273
4579.2,19.096,2.9742,10.033,3.6273
4589.0,17.096,2.9742,9.0332,2.6273
4598.9,15.096,1.9742,10.033,3.6273
4608.8,14.096,1.9742,10.033,3.6273
4618.7,15.096,-1.0258,7.0332,1.6273
4628.6,11.096,-0.025835,5.0332,1.6273
4638.5,11.096,-1.0258,5.0332,2.6273
4648.4,8.096,-1.0258,4.0332,2.6273
4658.3,9.096,-2.0258,2.0332,2.6273
4668.1,5.096,-1.0258,0.033217,0.6273
4678.0,7.096,-3.0258,0.033217,1.6273
4687.9,3.096,-4.0258,-2.9668,1.6273
4697.8,3.096,-3.0258,-1.9668,1.6273
4707.7,0.09596,-5.0258,-4.9668,0.6273
4717.6,-0.90404,-6.0258,-4.9668,1.6273
4727.4,-1.904,-6.0258,-5.9668,-0.3727
4737.3,-5.904,-6.0258,-8.9668,-0.3727
4747.2,-6.904,-7.0258,-12.967,0.6273
4757.1,-5.904,-8.0258,-12.967,-1.3727
4767.0,-7.904,-9.0258,-14.967,-1.3727
4776.9,-9.904,-9.0258,-14.967,-0.3727
4786.8,-8.904,-8.0258,-17.967,-2.3727
4796.7,-5.904,-6.0258,-16.967,-1.3727
4806.5,-9.904,-6.0258,-20.967,-3.3727
4816.4,-9.904,-6.0258,-21.967,-4.3727
4826.3,-5.904,-5.0258,-24.967,-3.3727
4836.2,-0.90404,-1.0258,-27.967,-4.3727
4846.1,4.096,0.97416,-28.967,-6.3727
4856.0,9.096,1.9742,-29.967,-5.3727
4865.8,14.096,4.9742,-30.967,-7.3727
4875.7,19.096,6.9742,-28.967,-6.3727
4885.6,19.096,6.9742,-27.967,-6.3727
4895.5,31.096,11.974,-19.967,-5.3727
4905.4,31.096,11.974,-12.967,-3.3727
4915.3,34.096,10.974,-1.9668,-0.3727
4925.2,34.096,10.974,6.0332,2.6273
4935.0,39.096,12.974,16.033,2.6273
4944.9,39.096,12.974,21.033,5.6273
4954.8,47.096,15.974,27.033,5.6273
4964.7,47.096,15.974,33.033,7.6273
4974.6,52.096,18.974,35.033,9.6273
4984.5,52.096,18.974,40.033,10.627
4994.4,55.096,19.974,44.033,12.627
5004.2,55.096,19.974,46.033,11.627
5014.1,59.096,20.974,48.033,13.627
5024.0,59.096,20.974,50.033,14.627
5033.9,60.096,20.974,55.033,15.627
5043.8,60.096,20.974,55.033,15.627
5053.7,60.096,20.974,54.033,16.627
5063.6,61.096,22.974,54.033,14.627
5073.4,61.096,21.974,51.033,14.627
5083.3,64.096,24.974,49.033,14.627
5093.2,64.096,23.974,47.033,14.627
5103.1,66.096,25.974,48.033,16.627
5113.0,67.096,25.974,47.033,14.627
5122.9,69.096,26.974,48.033,15.627
5132.8,69.096,26.974,48.033,14.627
5142.6,73.096,28.974,47.033,15.627
5152.5,71.096,26.974,47.033,15.627
5162.4,74.096,29.974,45.033,13.627
5172.3,73.096,28.974,45.033,13.627
5182.2,74.096,29.974,46.033,13.627
5192.1,74.096,29.974,46.033,13.627
5202.0,75.096,29.974,46.033,14.627
5211.8,76.096,29.974,46.033,14.627
5221.7,75.096,28.974,47.033,13.627
5231.6,73.096,28.974,47.033,13.627
5241.5,74.096,28.974,46.033,13.627
5251.4,74.096,27.974,46.033,13.627
5261.3,74.096,29.974,47.033,14.627
5271.2,76.096,30.974,47.033,14.627
5281.0,75.096,29.974,46.033,15.627
5290.9,75.096,29.974,46.033,15.627
5300.8,75.096,29.974,44.033,13.627
5310.7,73.096,29.974,44.033,13.627
5320.6,74.096,30.974,42.033,12.627
5330.5,74.096,29.974,42.033,12.627
5340.4,71.096,29.974,41.033,13.627
5350.2,73.096,29.974,41.033,13.627
5360.1,71.096,29.974,40.033,13.627
5370.0,71.096,29.974,38.033,14.627
5379.9,70.096,30.974,39.033,15.627
5389.8,69.096,29.974,39.033,13.627
5399.7,71.096,29.974,38.033,13.627
5409.6,67.096,28.974,36.033,13.627
5419.4,70.096,29.974,35.033,14.627
5429.3,67.096,29.974,34.033,14.627
5439.2,67.096,28.974,33.033,12.627
5449.1,66.096,27.974,32.033,12.627
5459.0,65.096,28.974,30.033,12.627
5468.9,63.096,28.974,26.033,11.627
5478.8,63.096,26.974,27.033,12.627
5488.6,59.096,25.974,27.033,11.627
5498.5,59.096,25.974,26.033,12.627
5508.4,58.096,25.974,24.033,11.627
5518.3,58.096,24.974,23.033,10.627
5528.2,54.096,24.974,21.033,10.627
5538.1,53.096,24.974,20.033,11.627
5548.0,51.096,23.974,20.033,10.627
5557.8,50.096,22.974,20.033,10.627
5567.7,48.096,22.974,17.033,10.627
5577.6,47.096,21.974,17.033,10.627
5587.5,46.096,21.974,15.033,10.627
5597.4,45.096,20.974,15.033,12.627
5607.3,44.096,19.974,12.033,9.6273
5617.2,45.096,19.974,11.033,8.6273
5627.0,42.096,19.974,12.033,8.6273
5636.9,38.096,17.974,10.033,8.6273
5646.8,36.096,17.974,10.033,9.6273
5656.7,38.096,17.974,6.0332,8.6273
5666.6,36.096,16.974,4.0332,8.6273
5676.5,36.096,17.974,4.0332,7.6273
5686.4,34.096,17.974,3.0332,6.6273
5696.2,36.096,17.974,3.0332,5.6273
5706.1,36.096,19.974,0.033217,5.6273
5716.0,35.096,17.974,-3.9668,5.6273
5725.9,35.096,19.974,-3.9668,7.6273
5735.8,34.096,20.974,-5.9668,4.6273
5745.7,39.096,23.974,-7.9668,5.6273
5755.6,39.096,23.974,-7.9668,5.6273
5765.4,47.096,26.974,-8.9668,5.6273
5775.3,47.096,26.974,-9.9668,4.6273
5785.2,56.096,31.974,-7.9668,5.6273
5795.1,56.096,31.974,-4.9668,4.6273
5805.0,63.096,31.974,2.0332,5.6273
5814.9,63.096,31.974,8.0332,7.6273
5824.8,72.096,35.974,16.033,9.6273
5834.6,72.096,35.974,26.033,11.627
5844.5,76.096,36.974,34.033,12.627
5854.4,76.096,36.974,41.033,15.627
5864.3,83.096,41.974,46.033,17.627
5874.2,83.096,41.974,54.033,18.627
5884.1,88.096,42.974,59.033,19.627
5894.0,88.096,42.974,62.033,21.627
5903.8,90.096,41.974,65.033,21.627
5913.7,90.096,41.974,68.033,23.627
5923.6,90.096,42.974,70.033,23.627
5933.5,91.096,43.974,70.033,24.627
5943.4,94.096,44.974,71.033,25.627
5953.3,93.096,44.974,73.033,26.627
5963.2,92.096,43.974,74.033,25.627
5973.0,97.096,46.974,72.033,25.627
5982.9,95.096,45.974,72.033,27.627
5992.8,97.096,47.974,70.033,27.627
6002.7,96.096,47.974,66.033,24.627
6012.6,100.1,49.974,65.033,25.627
6022.5,99.096,48.974,64.033,24.627
6032.4,100.1,48.974,65.033,25.627
6042.2,103.1,51.974,64.033,26.627
6052.1,104.1,50.974,63.033,26.627
6062.0,105.1,52.974,63.033,25.627
6071.9,108.1,54.974,63.033,25.627
6081.8,106.1,53.974,63.033,25.627
6091.7,106.1,53.974,63.033,24.627
6101.6,105.1,52.974,62.033,24.627
6111.4,106.1,53.974,63.033,25.627
6121.3,108.1,54.974,61.033,26.627
6131.2,108.1,54.974,62.033,25.627
6141.1,108.1,54.974,62.033,25.627
6151.0,107.1,53.974,61.033,24.627
6160.9,107.1,53.974,61.033,23.627
6170.8,106.1,53.974,62.033,24.627
6180.6,105.1,53.974,61.033,24.627
6190.5,105.1,53.974,60.033,24.627
6200.4,103.1,53.974,59.033,26.627
6210.3,104.1,52.974,57.033,23.627
6220.2,105.1,53.974,56.033,25.627
6230.1,103.1,53.974,55.033,23.627
6240.0,104.1,53.974,54.033,23.627
6249.8,104.1,52.974,50.033,21.627
6259.7,100.1,52.974,49.033,22.627
6269.6,100.1,50.974,49.033,22.627
6279.5,98.096,50.974,49.033,22.627
6289.4,95.096,49.974,46.033,20.627
6299.3,97.096,50.974,46.033,20.627
6309.2,96.096,49.974,40.033,20.627
6319.0,93.096,48.974,40.033,20.627
6328.9,93.096,48.974,38.033,17.627
6338.8,94.096,49.974,38.033,17.627
6348.7,92.096,49.974,37.033,18.627
6358.6,88.096,46.974,37.033,18.627
6368.5,88.096,46.974,33.033,17.627
6378.4,85.096,47.974,33.033,17.627
6388.2,84.096,45.974,28.033,15.627
