time,own_icao24,intruder_icao24,own_latitude,own_longitude,own_geo_altitude_m,own_velocity_ms,own_heading_deg,own_vertical_rate_ms,intruder_latitude,intruder_longitude,intruder_geo_altitude_m,intruder_velocity_ms,intruder_heading_deg,intruder_vertical_rate_ms,relative_distance_km,relative_altitude_m,relative_speed_proxy_ms,distance_state,altitude_state,closing_state,mdp_state,recommended_action,reward
1781283584,781006,7587af,22.6902,113.7592,929.64,69.49,152.68,-3.25,22.1283,113.5005,3848.1,192.79,160.84,0.0,67.905,2918.46,123.3,far,above,approaching,far_above_approaching,maintain,5
1781283584,781006,75058d,22.6902,113.7592,929.64,69.49,152.68,-3.25,22.3061,113.1998,2857.5,140.47,1.05,-3.58,71.601,1927.86,70.98,far,above,approaching,far_above_approaching,maintain,5
1781283584,781006,7504aa,22.6902,113.7592,929.64,69.49,152.68,-3.25,22.4363,114.1853,12108.18,227.74,335.87,0.0,52.071,11178.54,158.25,far,above,approaching,far_above_approaching,maintain,5
1781283584,781006,780fe4,22.6902,113.7592,929.64,69.49,152.68,-3.25,22.8345,113.6799,967.74,101.02,152.39,0.0,17.988,38.1,31.53,medium,same,approaching,medium_same_approaching,climb,-20
1781283584,781006,4d238c,22.6902,113.7592,929.64,69.49,152.68,-3.25,22.179,113.7398,800.1,103.12,335.22,-2.6,56.878,-129.54,33.63,far,same,approaching,far_same_approaching,maintain,5
1781283584,781006,71bd84,22.6902,113.7592,929.64,69.49,152.68,-3.25,22.3381,114.0349,1165.86,127.63,88.38,12.35,48.321,236.22,58.14,far,same,approaching,far_same_approaching,maintain,5
1781283584,781006,710103,22.6902,113.7592,929.64,69.49,152.68,-3.25,22.0465,113.4764,6697.98,208.3,130.69,-13.0,77.258,5768.34,138.81,far,above,approaching,far_above_approaching,maintain,5
1781283584,78233b,78136f,20.0356,109.7064,11155.68,241.27,231.49,0.0,19.9367,109.5732,11132.82,238.3,231.4,0.0,17.739,-22.86,2.97,medium,same,stable,medium_same_stable,maintain,-20
1781283584,78233b,780fa6,20.0356,109.7064,11155.68,241.27,231.49,0.0,20.4756,109.3476,10477.5,243.41,178.55,0.0,61.601,-678.18,2.14,far,below,stable,far_below_stable,maintain,5
1781283584,758767,75823e,13.8835,121.4323,4267.2,165.04,318.16,-5.53,13.342,121.5563,6400.8,238.72,325.63,-12.68,61.685,2133.6,73.68,far,above,approaching,far_above_approaching,maintain,5
1781283584,abed10,7811b1,34.3063,134.4911,9448.8,298.72,76.66,7.8,34.7055,134.1923,10736.58,186.43,256.92,-5.53,52.154,1287.78,112.29,far,above,approaching,far_above_approaching,maintain,5
1781283584,872f7e,76d1ca,1.265,103.9419,693.42,93.15,22.74,-5.53,1.1751,103.9053,1059.18,108.85,17.32,-2.6,10.793,365.76,15.7,medium,above,approaching,medium_above_approaching,maintain,5
1781283584,872f7e,76bccb,1.265,103.9419,693.42,93.15,22.74,-5.53,1.2651,103.942,678.18,90.11,23.2,-5.2,0.016,-15.24,3.04,near,same,stable,near_same_stable,climb,-100
1781283584,872f7e,3c4590,1.265,103.9419,693.42,93.15,22.74,-5.53,1.1873,104.0149,1844.04,144.59,204.38,-4.23,11.854,1150.62,51.44,medium,above,approaching,medium_above_approaching,maintain,5
1781283584,a31a56,780f15,34.415,138.7695,10515.6,307.03,66.18,0.0,34.839,138.9116,9852.66,300.31,71.63,0.0,48.907,-662.94,6.72,far,below,stable,far_below_stable,maintain,5
1781283584,7810a3,7c1795,11.7875,118.8705,11452.86,258.14,152.98,0.0,12.0655,119.4895,10774.68,245.02,153.17,0.0,74.1,-678.18,13.12,far,below,stable,far_below_stable,maintain,5
1781283584,7810aa,7587af,22.817,113.7131,1127.76,102.15,153.05,-6.18,22.1283,113.5005,3848.1,192.79,160.84,0.0,79.635,2720.34,90.64,far,above,approaching,far_above_approaching,maintain,5
1781283584,7810aa,75058d,22.817,113.7131,1127.76,102.15,153.05,-6.18,22.3061,113.1998,2857.5,140.47,1.05,-3.58,77.495,1729.74,38.32,far,above,approaching,far_above_approaching,maintain,5
1781283584,7810aa,7504aa,22.817,113.7131,1127.76,102.15,153.05,-6.18,22.4363,114.1853,12108.18,227.74,335.87,0.0,64.349,10980.42,125.59,far,above,approaching,far_above_approaching,maintain,5
1781283584,7810aa,780fe4,22.817,113.7131,1127.76,102.15,153.05,-6.18,22.8345,113.6799,967.74,101.02,152.39,0.0,3.92,-160.02,1.13,near,same,stable,near_same_stable,climb,-100
1781283584,7810aa,4d238c,22.817,113.7131,1127.76,102.15,153.05,-6.18,22.179,113.7398,800.1,103.12,335.22,-2.6,70.995,-327.66,0.97,far,below,stable,far_below_stable,maintain,5
1781283584,7810aa,71bd84,22.817,113.7131,1127.76,102.15,153.05,-6.18,22.3381,114.0349,1165.86,127.63,88.38,12.35,62.668,38.1,25.48,far,same,approaching,far_same_approaching,maintain,5
1781283584,7587fb,86da16,24.5147,120.6472,2766.06,180.76,41.54,-7.15,24.0568,120.6448,13319.76,256.49,44.11,-0.33,50.917,10553.7,75.73,far,above,approaching,far_above_approaching,maintain,5
1781283584,7587af,75058d,22.1283,113.5005,3848.1,192.79,160.84,0.0,22.3061,113.1998,2857.5,140.47,1.05,-3.58,36.729,-990.6,52.32,far,below,approaching,far_below_approaching,maintain,5
1781283584,7587af,7504aa,22.1283,113.5005,3848.1,192.79,160.84,0.0,22.4363,114.1853,12108.18,227.74,335.87,0.0,78.342,8260.08,34.95,far,above,approaching,far_above_approaching,maintain,5
1781283584,7587af,4d238c,22.1283,113.5005,3848.1,192.79,160.84,0.0,22.179,113.7398,800.1,103.12,335.22,-2.6,25.281,-3048.0,89.67,far,below,approaching,far_below_approaching,maintain,5
1781283584,7587af,71bd84,22.1283,113.5005,3848.1,192.79,160.84,0.0,22.3381,114.0349,1165.86,127.63,88.38,12.35,59.747,-2682.24,65.16,far,below,approaching,far_below_approaching,maintain,5
1781283584,7587af,710103,22.1283,113.5005,3848.1,192.79,160.84,0.0,22.0465,113.4764,6697.98,208.3,130.69,-13.0,9.429,2849.88,15.51,medium,above,approaching,medium_above_approaching,maintain,5
1781283584,888189,7811d8,21.9574,106.56,6431.28,203.85,26.05,10.4,21.4033,106.1394,3611.88,184.23,30.36,7.48,75.399,-2819.4,19.62,far,below,approaching,far_below_approaching,maintain,5
1781283584,888189,78134f,21.9574,106.56,6431.28,203.85,26.05,10.4,21.7768,105.9827,11087.1,239.27,231.9,0.0,62.868,4655.82,35.42,far,above,approaching,far_above_approaching,maintain,5
1781283584,888189,888213,21.9574,106.56,6431.28,203.85,26.05,10.4,22.1767,107.0172,7970.52,229.94,100.83,5.2,53.051,1539.24,26.09,far,above,approaching,far_above_approaching,maintain,5
1781283584,888189,71bf41,21.9574,106.56,6431.28,203.85,26.05,10.4,21.6397,106.2875,5326.38,181.23,30.35,4.55,45.161,-1104.9,22.62,far,below,approaching,far_below_approaching,maintain,5
1781283584,888184,485342,23.7959,120.2514,10782.3,236.61,42.89,0.0,23.9495,119.9088,8625.84,243.94,215.3,4.23,38.798,-2156.46,7.33,far,below,stable,far_below_stable,maintain,5
1781283584,888184,86da16,23.7959,120.2514,10782.3,236.61,42.89,0.0,24.0568,120.6448,13319.76,256.49,44.11,-0.33,49.401,2537.46,19.88,far,above,approaching,far_above_approaching,maintain,5
1781283584,888133,7bd01b,14.3943,120.8134,1158.24,97.19,60.86,-3.25,14.7567,120.646,3017.52,148.87,154.41,-9.1,44.141,1859.28,51.68,far,above,approaching,far_above_approaching,maintain,5
1781283584,88813f,7811d8,21.1195,106.8064,2743.2,155.04,8.59,10.08,21.4033,106.1394,3611.88,184.23,30.36,7.48,75.982,868.68,29.19,far,above,approaching,far_above_approaching,maintain,5
1781283584,88813f,71bf41,21.1195,106.8064,2743.2,155.04,8.59,10.08,21.6397,106.2875,5326.38,181.23,30.35,4.55,78.947,2583.18,26.19,far,above,approaching,far_above_approaching,maintain,5
1781283584,485342,86da16,23.9495,119.9088,8625.84,243.94,215.3,4.23,24.0568,120.6448,13319.76,256.49,44.11,-0.33,75.708,4693.92,12.55,far,above,stable,far_above_stable,maintain,5
1781283584,76d1ca,76bccb,1.1751,103.9053,1059.18,108.85,17.32,-2.6,1.2651,103.942,678.18,90.11,23.2,-5.2,10.807,-381.0,18.74,medium,below,approaching,medium_below_approaching,maintain,5
1781283584,76d1ca,3c4590,1.1751,103.9053,1059.18,108.85,17.32,-2.6,1.1873,104.0149,1844.04,144.59,204.38,-4.23,12.26,784.86,35.74,medium,above,approaching,medium_above_approaching,maintain,5
1781283584,7811d8,78134f,21.4033,106.1394,3611.88,184.23,30.36,7.48,21.7768,105.9827,11087.1,239.27,231.9,0.0,44.58,7475.22,55.04,far,above,approaching,far_above_approaching,maintain,5
1781283584,7811d8,8880ae,21.4033,106.1394,3611.88,184.23,30.36,7.48,20.9918,105.5906,2324.1,148.27,53.61,-2.93,73.011,-1287.78,35.96,far,below,approaching,far_below_approaching,maintain,5
1781283584,7811d8,71bf41,21.4033,106.1394,3611.88,184.23,30.36,7.48,21.6397,106.2875,5326.38,181.23,30.35,4.55,30.425,1714.5,3.0,far,above,stable,far_above_stable,maintain,5
1781283584,7335a7,7bd014,39.9334,116.8297,10706.1,242.53,354.16,0.0,39.6314,116.2005,7711.44,214.31,136.26,0.0,63.391,-2994.66,28.22,far,below,approaching,far_below_approaching,maintain,5
1781283584,7335a7,add143,39.9334,116.8297,10706.1,242.53,354.16,0.0,39.6735,117.022,12542.52,244.53,342.37,0.0,33.242,1836.42,2.0,far,above,stable,far_above_stable,maintain,5
1781283584,7335a7,71bc19,39.9334,116.8297,10706.1,242.53,354.16,0.0,39.8541,116.8439,9448.8,259.24,351.21,-0.33,8.901,-1257.3,16.71,medium,below,approaching,medium_below_approaching,maintain,5
1781283584,7bd014,add143,39.6314,116.2005,7711.44,214.31,136.26,0.0,39.6735,117.022,12542.52,244.53,342.37,0.0,70.486,4831.08,30.22,far,above,approaching,far_above_approaching,maintain,5
1781283584,7bd014,71bc19,39.6314,116.2005,7711.44,214.31,136.26,0.0,39.8541,116.8439,9448.8,259.24,351.21,-0.33,60.327,1737.36,44.93,far,above,approaching,far_above_approaching,maintain,5
1781283584,78134f,71bf41,21.7768,105.9827,11087.1,239.27,231.9,0.0,21.6397,106.2875,5326.38,181.23,30.35,4.55,34.985,-5760.72,58.04,far,below,approaching,far_below_approaching,maintain,5
1781283584,78136f,780fa6,19.9367,109.5732,11132.82,238.3,231.4,0.0,20.4756,109.3476,10477.5,243.41,178.55,0.0,64.381,-655.32,5.11,far,below,stable,far_below_stable,maintain,5
1781283584,add143,71bc19,39.6735,117.022,12542.52,244.53,342.37,0.0,39.8541,116.8439,9448.8,259.24,351.21,-0.33,25.2,-3093.72,14.71,far,below,stable,far_below_stable,maintain,5
1781283584,86da1e,780f15,35.2449,139.6176,4518.66,191.8,217.7,14.96,34.839,138.9116,9852.66,300.31,71.63,0.0,78.537,5334.0,108.51,far,above,approaching,far_above_approaching,maintain,5
1781283584,86da1e,86e780,35.2449,139.6176,4518.66,191.8,217.7,14.96,35.4179,139.7974,2880.36,144.55,227.45,11.7,25.221,-1638.3,47.25,far,below,approaching,far_below_approaching,maintain,5
1781283584,86da1e,71bf94,35.2449,139.6176,4518.66,191.8,217.7,14.96,35.2785,139.3261,6797.04,184.98,276.87,9.1,26.729,2278.38,6.82,far,above,stable,far_above_stable,maintain,5
1781283584,7812bd,7812cf,13.1999,118.6307,10782.3,256.72,174.83,0.0,13.4267,118.5511,12405.36,249.56,346.65,0.0,26.649,1623.06,7.16,far,above,stable,far_above_stable,maintain,5
1781283584,7812f4,76cdb6,2.9455,103.5879,10104.12,226.38,133.16,0.33,3.2215,103.4958,8557.26,234.85,335.68,1.95,32.349,-1546.86,8.47,far,below,stable,far_below_stable,maintain,5
1781283584,76cda5,76cdb1,4.2349,101.2446,10416.54,255.16,335.97,0.0,4.5458,100.6338,11071.86,255.18,329.87,0.0,76.032,655.32,0.02,far,above,stable,far_above_stable,maintain,5
1781283584,750493,76cef1,3.0332,101.7254,2971.8,137.2,226.67,-6.83,3.1476,101.7908,9121.14,264.41,321.64,0.0,14.647,6149.34,127.21,medium,above,approaching,medium_above_approaching,maintain,5
1781283584,750493,7504e0,3.0332,101.7254,2971.8,137.2,226.67,-6.83,2.8125,101.9912,4579.62,171.9,290.5,-6.18,38.386,1607.82,34.7,far,above,approaching,far_above_approaching,maintain,5
1781283584,75043f,76bcc7,20.6109,114.8757,11772.9,242.16,150.33,0.0,20.4532,114.6405,13037.82,257.22,212.01,-0.33,30.122,1264.92,15.06,far,above,approaching,far_above_approaching,maintain,5
1781283584,780f15,71bf94,34.839,138.9116,9852.66,300.31,71.63,0.0,35.2785,139.3261,6797.04,184.98,276.87,9.1,61.739,-3055.62,115.33,far,below,approaching,far_below_approaching,maintain,5
1781283584,780f71,750530,2.7683,104.3845,7696.2,221.67,226.97,-7.8,2.9811,104.4594,11071.86,248.01,280.52,0.0,25.082,3375.66,26.34,far,above,approaching,far_above_approaching,maintain,5
1781283584,76cef1,7504e0,3.1476,101.7908,9121.14,264.41,321.64,0.0,2.8125,101.9912,4579.62,171.9,290.5,-6.18,43.401,-4541.52,92.51,far,below,approaching,far_below_approaching,maintain,5
1781283584,75058d,780fe4,22.3061,113.1998,2857.5,140.47,1.05,-3.58,22.8345,113.6799,967.74,101.02,152.39,0.0,76.696,-1889.76,39.45,far,below,approaching,far_below_approaching,maintain,5
1781283584,75058d,4d238c,22.3061,113.1998,2857.5,140.47,1.05,-3.58,22.179,113.7398,800.1,103.12,335.22,-2.6,57.346,-2057.4,37.35,far,below,approaching,far_below_approaching,maintain,5
1781283584,75058d,710103,22.3061,113.1998,2857.5,140.47,1.05,-3.58,22.0465,113.4764,6697.98,208.3,130.69,-13.0,40.552,3840.48,67.83,far,above,approaching,far_above_approaching,maintain,5
1781283584,7504aa,780fe4,22.4363,114.1853,12108.18,227.74,335.87,0.0,22.8345,113.6799,967.74,101.02,152.39,0.0,68.198,-11140.44,126.72,far,below,approaching,far_below_approaching,maintain,5
1781283584,7504aa,4d238c,22.4363,114.1853,12108.18,227.74,335.87,0.0,22.179,113.7398,800.1,103.12,335.22,-2.6,54.027,-11308.08,124.62,far,below,approaching,far_below_approaching,maintain,5
1781283584,7504aa,71bd84,22.4363,114.1853,12108.18,227.74,335.87,0.0,22.3381,114.0349,1165.86,127.63,88.38,12.35,18.93,-10942.32,100.11,medium,below,approaching,medium_below_approaching,maintain,5
1781283584,780fe4,4d238c,22.8345,113.6799,967.74,101.02,152.39,0.0,22.179,113.7398,800.1,103.12,335.22,-2.6,73.148,-167.64,2.1,far,same,stable,far_same_stable,maintain,5
1781283584,780fe4,71bd84,22.8345,113.6799,967.74,101.02,152.39,0.0,22.3381,114.0349,1165.86,127.63,88.38,12.35,66.144,198.12,26.61,far,same,approaching,far_same_approaching,maintain,5
1781283584,76bccb,3c4590,1.2651,103.942,678.18,90.11,23.2,-5.2,1.1873,104.0149,1844.04,144.59,204.38,-4.23,11.854,1165.86,54.48,medium,above,approaching,medium_above_approaching,maintain,5
1781283584,4d238c,71bd84,22.179,113.7398,800.1,103.12,335.22,-2.6,22.3381,114.0349,1165.86,127.63,88.38,12.35,35.146,365.76,24.51,far,above,approaching,far_above_approaching,maintain,5
1781283584,4d238c,710103,22.179,113.7398,800.1,103.12,335.22,-2.6,22.0465,113.4764,6697.98,208.3,130.69,-13.0,30.876,5897.88,105.18,far,above,approaching,far_above_approaching,maintain,5
1781283584,71bd84,710103,22.3381,114.0349,1165.86,127.63,88.38,12.35,22.0465,113.4764,6697.98,208.3,130.69,-13.0,66.014,5532.12,80.67,far,above,approaching,far_above_approaching,maintain,5
1781283584,86e780,71bf94,35.4179,139.7974,2880.36,144.55,227.45,11.7,35.2785,139.3261,6797.04,184.98,276.87,9.1,45.469,3916.68,40.43,far,above,approaching,far_above_approaching,maintain,5
1781283584,800c85,800cff,16.6394,95.6783,10424.16,241.92,314.4,0.0,16.938,95.8884,11079.48,226.27,298.37,0.33,40.033,655.32,15.65,far,above,approaching,far_above_approaching,maintain,5
1781283584,8695c6,a290d0,35.3492,141.7103,9517.38,300.75,74.01,-0.33,34.976,141.5787,9852.66,300.84,68.74,0.0,43.188,335.28,0.09,far,above,stable,far_above_stable,maintain,5
1781283673,8014cf,89900f,21.0664,105.6228,2125.98,126.14,34.53,-4.88,21.4803,105.4713,10416.54,263.53,259.08,0.0,48.627,8290.56,137.39,far,above,approaching,far_above_approaching,maintain,5
1781283673,8014cf,758307,21.0664,105.6228,2125.98,126.14,34.53,-4.88,21.6646,105.7755,3474.72,141.08,238.57,-4.23,68.37,1348.74,14.94,far,above,stable,far_above_stable,maintain,5
1781283673,8014cf,888124,21.0664,105.6228,2125.98,126.14,34.53,-4.88,21.2544,106.0205,1958.34,143.01,17.59,8.78,46.236,-167.64,16.87,far,same,approaching,far_same_approaching,maintain,5
1781283673,8014cf,78134f,21.0664,105.6228,2125.98,126.14,34.53,-4.88,21.6588,105.8218,11087.1,238.87,231.82,0.0,69.02,8961.12,112.73,far,above,approaching,far_above_approaching,maintain,5
1781283673,8014cf,8880ae,21.0664,105.6228,2125.98,126.14,34.53,-4.88,21.0735,105.6205,1905.0,125.28,342.31,-3.9,0.825,-220.98,0.86,near,same,stable,near_same_stable,climb,-100
1781283673,80177e,750544,14.1641,97.9547,10134.6,244.68,284.24,5.2,13.7744,98.3776,12374.88,238.59,332.94,0.0,62.93,2240.28,6.09,far,above,stable,far_above_stable,maintain,5
1781283673,80177e,3c7a48,14.1641,97.9547,10134.6,244.68,284.24,5.2,14.6318,97.9059,11734.8,252.72,302.78,0.0,52.271,1600.2,8.04,far,above,stable,far_above_stable,maintain,5
1781283673,885304,3c7a48,14.7407,98.4723,9715.5,245.01,300.82,5.2,14.6318,97.9059,11734.8,252.72,302.78,0.0,62.115,2019.3,7.71,far,above,stable,far_above_stable,maintain,5
1781283673,702067,3c7a48,15.0432,97.623,12047.22,235.75,151.31,0.0,14.6318,97.9059,11734.8,252.72,302.78,0.0,54.93,-312.42,16.97,far,below,approaching,far_below_approaching,maintain,5
1781283673,a97639,a2cb12,38.0279,139.7854,10927.08,306.67,83.26,-0.33,38.4325,139.9594,11849.1,210.28,243.56,-0.33,47.487,922.02,96.39,far,above,approaching,far_above_approaching,maintain,5
1781283673,a2cb12,780ae5,38.4325,139.9594,11849.1,210.28,243.56,-0.33,38.6504,140.548,11209.02,202.93,244.15,0.0,56.636,-640.08,7.35,far,below,stable,far_below_stable,maintain,5
1781283673,a2cb12,86dc60,38.4325,139.9594,11849.1,210.28,243.56,-0.33,38.1676,140.7573,11529.06,202.05,192.8,-0.33,75.601,-320.04,8.23,far,below,stable,far_below_stable,maintain,5
1781283673,781b6a,45217e,13.9725,100.6956,1805.94,122.45,89.04,-4.88,13.9602,100.8316,861.06,115.23,192.11,-1.3,14.739,-944.88,7.22,medium,below,stable,medium_below_stable,maintain,5
1781283673,781b6a,780d13,13.9725,100.6956,1805.94,122.45,89.04,-4.88,13.6997,100.7631,38.1,81.98,194.91,-4.23,31.197,-1767.84,40.47,far,below,approaching,far_below_approaching,maintain,5
1781283673,781b6a,780bff,13.9725,100.6956,1805.94,122.45,89.04,-4.88,13.8337,100.7985,632.46,93.28,196.34,1.3,19.015,-1173.48,29.17,medium,below,approaching,medium_below_approaching,maintain,5
1781283673,781b6a,8832d4,13.9725,100.6956,1805.94,122.45,89.04,-4.88,14.1413,100.6944,1889.76,98.08,172.46,-4.55,18.77,83.82,24.37,medium,same,approaching,medium_same_approaching,climb,-20
1781283673,781b6a,88628e,13.9725,100.6956,1805.94,122.45,89.04,-4.88,13.8604,100.5526,822.96,114.97,254.16,6.83,19.839,-982.98,7.48,medium,below,stable,medium_below_stable,maintain,5
1781283673,781b6a,88510d,13.9725,100.6956,1805.94,122.45,89.04,-4.88,13.7004,101.1299,4861.56,204.91,67.88,13.0,55.805,3055.62,82.46,far,above,approaching,far_above_approaching,maintain,5
1781283673,781b6a,88812b,13.9725,100.6956,1805.94,122.45,89.04,-4.88,13.5756,101.16,11071.86,263.92,300.06,-0.33,66.807,9265.92,141.47,far,above,approaching,far_above_approaching,maintain,5
1781283673,781b6a,86eb72,13.9725,100.6956,1805.94,122.45,89.04,-4.88,14.3032,101.1017,3893.82,167.69,221.27,-16.91,57.181,2087.88,45.24,far,above,approaching,far_above_approaching,maintain,5
1781283673,abbe23,781df6,33.5849,130.7382,10195.56,215.18,254.47,0.0,32.8676,130.7649,11826.24,304.65,74.63,0.0,79.799,1630.68,89.47,far,above,approaching,far_above_approaching,maintain,5
1781283673,abbe23,7812be,33.5849,130.7382,10195.56,215.18,254.47,0.0,32.9601,131.1097,10538.46,300.33,80.04,-0.33,77.585,342.9,85.15,far,above,approaching,far_above_approaching,maintain,5
1781283673,45217e,780d13,13.9602,100.8316,861.06,115.23,192.11,-1.3,13.6997,100.7631,38.1,81.98,194.91,-4.23,29.896,-822.96,33.25,far,below,approaching,far_below_approaching,maintain,5
1781283673,45217e,780bff,13.9602,100.8316,861.06,115.23,192.11,-1.3,13.8337,100.7985,632.46,93.28,196.34,1.3,14.513,-228.6,21.95,medium,same,approaching,medium_same_approaching,climb,-20
1781283673,45217e,8832d4,13.9602,100.8316,861.06,115.23,192.11,-1.3,14.1413,100.6944,1889.76,98.08,172.46,-4.55,24.991,1028.7,17.15,far,above,approaching,far_above_approaching,maintain,5
1781283673,45217e,88628e,13.9602,100.8316,861.06,115.23,192.11,-1.3,13.8604,100.5526,822.96,114.97,254.16,6.83,32.093,-38.1,0.26,far,same,stable,far_same_stable,maintain,5
1781283673,45217e,88510d,13.9602,100.8316,861.06,115.23,192.11,-1.3,13.7004,101.1299,4861.56,204.91,67.88,13.0,43.265,4000.5,89.68,far,above,approaching,far_above_approaching,maintain,5
1781283673,45217e,88812b,13.9602,100.8316,861.06,115.23,192.11,-1.3,13.5756,101.16,11071.86,263.92,300.06,-0.33,55.559,10210.8,148.69,far,above,approaching,far_above_approaching,maintain,5
1781283673,45217e,86eb72,13.9602,100.8316,861.06,115.23,192.11,-1.3,14.3032,101.1017,3893.82,167.69,221.27,-16.91,47.989,3032.76,52.46,far,above,approaching,far_above_approaching,maintain,5
1781283673,a976a5,7804c6,35.0409,132.3192,12633.96,204.57,232.15,0.0,35.0754,132.4556,9806.94,293.28,59.66,0.0,12.994,-2827.02,88.71,medium,below,approaching,medium_below_approaching,maintain,5
1781283673,780a9c,873028,20.4002,116.3531,10789.92,259.69,142.97,0.0,20.7747,116.6441,12092.94,256.07,63.9,-0.33,51.494,1303.02,3.62,far,above,stable,far_above_stable,maintain,5
1781283673,4bb0e5,4bb0e3,17.2141,96.3634,11094.72,261.92,308.22,0.0,16.9736,96.5039,10431.78,255.84,309.45,0.0,30.629,-662.94,6.08,far,below,stable,far_below_stable,maintain,5
1781283673,4bb0e5,4bb10a,17.2141,96.3634,11094.72,261.92,308.22,0.0,16.642,95.9624,11719.56,251.37,315.41,0.0,76.593,624.84,10.55,far,above,stable,far_above_stable,maintain,5
1781283673,4bb0e5,704458,17.2141,96.3634,11094.72,261.92,308.22,0.0,17.0187,96.5173,6492.24,120.26,281.6,-4.23,27.195,-4602.48,141.66,far,below,approaching,far_below_approaching,maintain,5
1781283673,4bb0e5,800cff,17.2141,96.3634,11094.72,261.92,308.22,0.0,16.938,95.8884,11079.48,226.27,298.37,0.0,59.091,-15.24,35.65,far,same,approaching,far_same_approaching,maintain,5
1781283673,4bb0e3,4bb10a,16.9736,96.5039,10431.78,255.84,309.45,0.0,16.642,95.9624,11719.56,251.37,315.41,0.0,68.424,1287.78,4.47,far,above,stable,far_above_stable,maintain,5
1781283673,4bb0e3,704458,16.9736,96.5039,10431.78,255.84,309.45,0.0,17.0187,96.5173,6492.24,120.26,281.6,-4.23,5.213,-3939.54,135.58,medium,below,approaching,medium_below_approaching,maintain,5
1781283673,4bb0e3,800cff,16.9736,96.5039,10431.78,255.84,309.45,0.0,16.938,95.8884,11079.48,226.27,298.37,0.0,65.585,647.7,29.57,far,above,approaching,far_above_approaching,maintain,5
1781283673,780a0b,733682,14.2372,99.8268,12374.88,263.37,257.59,0.0,14.0824,99.5777,7056.12,222.86,307.21,6.5,31.9,-5318.76,40.51,far,below,approaching,far_below_approaching,maintain,5
1781283673,4bb10a,704458,16.642,95.9624,11719.56,251.37,315.41,0.0,17.0187,96.5173,6492.24,120.26,281.6,-4.23,72.405,-5227.32,131.11,far,below,approaching,far_below_approaching,maintain,5
1781283673,4bb10a,4007ed,16.642,95.9624,11719.56,251.37,315.41,0.0,16.2747,96.1022,9753.6,260.97,303.91,0.0,43.478,-1965.96,9.6,far,below,stable,far_below_stable,maintain,5
1781283673,4bb10a,800c85,16.642,95.9624,11719.56,251.37,315.41,0.0,16.6394,95.6783,10431.78,243.35,305.1,0.0,30.269,-1287.78,8.02,far,below,stable,far_below_stable,maintain,5
1781283673,4bb10a,800cff,16.642,95.9624,11719.56,251.37,315.41,0.0,16.938,95.8884,11079.48,226.27,298.37,0.0,33.843,-640.08,25.1,far,below,approaching,far_below_approaching,maintain,5
1781283673,780b20,86efb0,22.41,108.517,9837.42,227.51,309.95,0.0,22.691,108.3308,11399.52,259.7,262.95,-9.1,36.632,1562.1,32.19,far,above,approaching,far_above_approaching,maintain,5
1781283673,750148,89900d,21.2102,114.2536,7452.36,224.59,355.14,-5.53,21.0887,114.4438,9837.42,254.41,265.48,0.0,23.908,2385.06,29.82,far,above,approaching,far_above_approaching,maintain,5
1781283673,750148,06a081,21.2102,114.2536,7452.36,224.59,355.14,-5.53,21.3899,114.0001,6446.52,227.72,213.3,6.83,33.0,-1005.84,3.13,far,below,stable,far_below_stable,maintain,5
1781283673,781df6,7812be,32.8676,130.7649,11826.24,304.65,74.63,0.0,32.9601,131.1097,10538.46,300.33,80.04,-0.33,33.789,-1287.78,4.32,far,below,stable,far_below_stable,maintain,5
1781283673,780ae5,86dc60,38.6504,140.548,11209.02,202.93,244.15,0.0,38.1676,140.7573,11529.06,202.05,192.8,-0.33,56.698,320.04,0.88,far,above,stable,far_above_stable,maintain,5
1781283673,780ae5,71c390,38.6504,140.548,11209.02,202.93,244.15,0.0,39.2812,140.5353,11818.62,220.13,257.04,0.0,70.15,609.6,17.2,far,above,approaching,far_above_approaching,maintain,5
1781283673,780ae5,aacad4,38.6504,140.548,11209.02,202.93,244.15,0.0,39.125,140.4396,11186.16,217.53,258.26,0.0,53.601,-22.86,14.6,far,same,stable,far_same_stable,maintain,5
1781283673,781f83,71c038,37.1348,126.5157,9768.84,243.44,88.3,0.0,37.5642,126.3687,594.36,89.94,144.31,-4.88,49.484,-9174.48,153.5,far,below,approaching,far_below_approaching,maintain,5
1781283673,8964a4,86220c,32.6418,128.0359,8953.5,228.46,247.07,0.0,32.7967,128.4609,8938.26,214.42,246.08,0.0,43.33,-15.24,14.04,far,same,stable,far_same_stable,maintain,5
1781283673,76cc7a,71ba04,22.2026,121.51,11765.28,255.11,232.04,-0.33,22.6818,121.2283,11437.62,259.54,14.7,0.0,60.642,-327.66,4.43,far,below,stable,far_below_stable,maintain,5
1781283673,8a09f8,781eea,22.9124,113.9493,4328.16,181.93,354.48,-14.63,22.8824,113.7731,5082.54,187.57,323.48,9.43,18.354,754.38,5.64,medium,above,stable,medium_above_stable,maintain,5
1781283673,8a09f8,a3c2d5,22.9124,113.9493,4328.16,181.93,354.48,-14.63,22.9593,113.7619,1699.26,109.84,328.99,-6.18,19.886,-2628.9,72.09,medium,below,approaching,medium_below_approaching,maintain,5
1781283673,8a09f8,78175d,22.9124,113.9493,4328.16,181.93,354.48,-14.63,22.8121,113.5136,960.12,105.74,18.43,0.0,46.014,-3368.04,76.19,far,below,approaching,far_below_approaching,maintain,5
