Fold,Method,Seed,Patient,N windows,MAE (BPM),RMSE (BPM),Correlation,BA bias (BPM),BA lower LoA (BPM),BA upper LoA (BPM),Failed (%)
1,Fixed | Raw,0,6,119,0.724294071405856,0.8698495259237161,0.0748836400785754,0.41963047191494146,-1.0800812599850125,1.9193422038148955,0.0
1,Fixed | Raw,0,11,119,1.9473273617506404,2.7944428765195313,0.40162487485079046,0.06008545698343735,-5.4389100983860414,5.559081012352917,0.0
1,Fixed | Raw,0,16,119,0.5835293111546378,0.755819513593422,0.7085009308455559,-0.0013984826522400078,-1.4890660848607986,1.4862691195563187,0.0
1,Fixed | Raw,0,21,119,46.16947064112963,47.86355170159873,-0.6704502335912277,-57.9809336190829,-92.52395194104913,-23.43791529711666,0.0
1,Fixed | Raw,0,25,119,49.90565317035905,49.91617548073207,0.011247681137561354,-61.52244592612613,-66.17314064428476,-56.87175120796751,0.0
1,Fixed | Raw,0,30,119,1.1141556822329464,1.4279517988602037,0.09771334668908697,0.16727303079303374,-2.6239961351798287,2.958542196765896,0.0
1,Fixed | Raw,0,35,119,3.399825599903762,5.9016511547855695,0.2799625847630449,-0.10632386958493266,-11.931344204436785,11.718696465266921,0.0
1,Fixed | Raw,0,40,119,7.608325033530435,16.71978348878081,0.009025007257227033,-7.100355425133085,-39.41971006560034,25.218999215334176,0.0
1,Fixed | Raw,0,45,119,7.488472626692387,9.148566402697233,-0.024718946861768842,-0.13198646489683294,-18.137121863472252,17.873148933678586,0.0
1,Fixed | Raw,0,50,119,1.304113437379687,1.6722260890277048,0.15367466301361468,0.18009131204945705,-3.0921873316493875,3.4523699557483014,0.0
1,Fixed | Raw,0,53,119,5.875759076482672,7.887698900213648,0.015110791779571517,-2.0913120050517042,-17.060939034540397,12.878315024436986,0.0
1,Fixed | Moving average (5),0,6,119,0.6924245301304939,0.8367191397698607,0.11887391790263399,0.45247452214382433,-0.9328500119299291,1.8377990562175777,0.0
1,Fixed | Moving average (5),0,11,119,2.0057306299471085,2.8436531763249313,0.3869676436127032,0.13836625971724542,-5.452131134240017,5.728863653674508,0.0
1,Fixed | Moving average (5),0,16,119,0.5722820799290629,0.7470549604812695,0.750151217366973,0.08030756468182211,-1.3815906489167158,1.54220577828036,0.0
1,Fixed | Moving average (5),0,21,119,45.759980254390946,47.68019907326772,-0.653338598709906,-56.69529901334255,-91.5829187556117,-21.807679271073404,0.0
1,Fixed | Moving average (5),0,25,119,50.0,50.0,-0.026560342660641043,-61.69306304806447,-65.52959384054996,-57.856532255578976,0.0
1,Fixed | Moving average (5),0,30,119,1.1339505886045316,1.426151952793411,0.11458541600398485,0.25442983466468755,-2.507614776346603,3.016474445675978,0.0
1,Fixed | Moving average (5),0,35,119,3.804616698532197,7.499599102673422,0.12365639318040593,-0.5420115159416676,-16.697287526798792,15.613264494915459,0.0
1,Fixed | Moving average (5),0,40,119,8.699496012181887,18.355175006045606,0.0651750366107197,-8.28523059697171,-43.290068195724594,26.719607001781178,0.0
1,Fixed | Moving average (5),0,45,119,7.3170808859440175,9.03311304112936,-0.033663896874707215,0.22617887538996193,-17.548010844494623,18.000368595274548,0.0
1,Fixed | Moving average (5),0,50,119,1.2529752159672431,1.6604618479561573,0.1723195622284091,0.5322217188217757,-2.563609679410739,3.6280531170542902,0.0
1,Fixed | Moving average (5),0,53,119,5.649305289836022,7.570590034704868,0.0509729151678115,-1.8578955001454485,-16.303310367327324,12.587519367036426,0.0
1,Fixed | Moving average (11),0,6,119,0.7070544109644795,0.8546099325776396,0.13868318801983087,0.46781601774767073,-0.9398967394553113,1.8755287749506526,0.0
1,Fixed | Moving average (11),0,11,119,2.0362612943354614,2.8931250870188117,0.36376313097380686,0.21508408139142324,-5.463659752562121,5.893827915344968,0.0
1,Fixed | Moving average (11),0,16,119,0.5472301629235012,0.7175702684039297,0.7571665182473296,0.04615683726881059,-1.3633028634952749,1.455616538032896,0.0
1,Fixed | Moving average (11),0,21,119,44.70363307706245,47.150401881427676,-0.5707091494389194,-56.423466786444784,-96.02933130006957,-16.817602272820004,0.0
1,Fixed | Moving average (11),0,25,119,49.90969947300954,49.919337889606965,-0.04041275400506239,-61.53258892593483,-66.145907267617,-56.91927058425265,0.0
1,Fixed | Moving average (11),0,30,119,1.1176652485311367,1.4563514307903898,0.11547201142473842,0.23810406141722049,-2.589843632575908,3.0660517554103492,0.0
1,Fixed | Moving average (11),0,35,119,3.8211194639129213,7.338766508983955,0.15521775646999342,-0.4406205187516422,-15.682933620785755,14.801692583282472,0.0
1,Fixed | Moving average (11),0,40,119,8.808623106431286,18.50272580784962,0.005455249127656575,-8.084478393312478,-42.760010813862166,26.591054027237206,0.8403361344537785
1,Fixed | Moving average (11),0,45,119,7.3062533054520475,9.020295138279478,-0.02545344385090228,0.25103621933279585,-17.496621588050953,17.998694026716546,0.0
1,Fixed | Moving average (11),0,50,119,1.2300718690500099,1.6554508783916244,0.20744107801513878,0.47224436542387543,-2.6507667902574266,3.5952555211051775,0.0
1,Fixed | Moving average (11),0,53,119,5.671182389375457,7.6054752457620864,0.014315281432515474,-1.848128962470631,-16.369192712428607,12.672934787487346,0.0
1,"Fixed | Savitzky-Golay (21,3)",0,6,119,0.6877944058280444,0.8368949852591545,0.14111403156291857,0.41572444579960377,-1.013916944223248,1.8453658358224554,0.0
1,"Fixed | Savitzky-Golay (21,3)",0,11,119,2.07570120530966,2.856850879174391,0.3896079687141599,0.03463945219125242,-5.5880512432525755,5.657330147635081,0.0
1,"Fixed | Savitzky-Golay (21,3)",0,16,119,0.5353155872498734,0.6834153167149108,0.7623845368667217,0.04536348790432749,-1.296827733502634,1.3875547093112888,0.0
1,"Fixed | Savitzky-Golay (21,3)",0,21,119,44.68181801088755,47.14517777882456,-0.5675071276338519,-56.96456320158692,-97.3658271926208,-16.563299210553048,0.0
1,"Fixed | Savitzky-Golay (21,3)",0,25,119,49.91370031158531,49.922502940745744,-0.04628223837615855,-61.54092182031113,-66.089860215081,-56.99198342554125,0.0
1,"Fixed | Savitzky-Golay (21,3)",0,30,119,1.1096474438874255,1.4091312045513338,0.10376039482703867,0.15811332602795308,-2.597946800821709,2.9141734528776153,0.0
1,"Fixed | Savitzky-Golay (21,3)",0,35,119,3.8400800484796727,7.52877964943428,0.1390338353562533,-0.5536266912370256,-15.606954151334758,14.499700768860706,0.0
1,"Fixed | Savitzky-Golay (21,3)",0,40,119,7.117300175243051,16.285700107057455,-0.002329504646400131,-6.724924968306051,-39.68815082820621,26.23830089159411,0.0
1,"Fixed | Savitzky-Golay (21,3)",0,45,119,7.40097056799575,9.096354848499956,-0.012998218966457087,-0.08375454150579008,-17.98723770514108,17.8197286221295,0.0
1,"Fixed | Savitzky-Golay (21,3)",0,50,119,1.4391597438813264,2.4153449231060744,0.015267448271787006,0.11294836915628274,-4.635944122986752,4.861840861299317,0.0
1,"Fixed | Savitzky-Golay (21,3)",0,53,119,5.951184745736999,8.008385818109724,0.015734237834347707,-2.248440019803942,-17.377231510386373,12.88035147077849,0.0
1,"Fixed | Butterworth (0.5-5 Hz, order 4)",0,6,119,0.6963468220170811,0.8360905766025123,0.14058969621343206,0.39724141249965816,-1.0508173438825952,1.8453001688819115,0.0
1,"Fixed | Butterworth (0.5-5 Hz, order 4)",0,11,119,1.9423723035862313,2.7998844901269067,0.3866501340394721,0.05763773311978487,-5.4521722614636925,5.567447727703263,0.0
1,"Fixed | Butterworth (0.5-5 Hz, order 4)",0,16,119,0.5366022937039842,0.6933808385103395,0.7695498541218679,-0.0347559234008937,-1.3978131990214204,1.3283013522196332,0.0
1,"Fixed | Butterworth (0.5-5 Hz, order 4)",0,21,119,44.9569166095285,47.27921173853089,-0.5986896463232051,-57.66667492100934,-97.3477277456364,-17.985622096382272,0.0
1,"Fixed | Butterworth (0.5-5 Hz, order 4)",0,25,119,50.0,50.0,0.1538050050812989,-61.73640180150393,-64.99244497657494,-58.48035862643291,0.0
1,"Fixed | Butterworth (0.5-5 Hz, order 4)",0,30,119,1.0566010409455482,1.3539650292575813,0.1321040930840603,0.11353919221956603,-2.5420667382668043,2.769145122705936,0.0
1,"Fixed | Butterworth (0.5-5 Hz, order 4)",0,35,119,3.4572136825048525,5.907370254781614,0.2347882962371177,-0.0604434461318368,-11.920851139194422,11.799964246930749,0.0
1,"Fixed | Butterworth (0.5-5 Hz, order 4)",0,40,119,7.734182464965391,16.941193423005558,0.07315970550985962,-7.0401893818184265,-38.2231233654343,24.142744601797446,0.0
1,"Fixed | Butterworth (0.5-5 Hz, order 4)",0,45,119,7.479929851306706,9.235471242099456,-0.03123161161638218,0.04987640642207828,-18.127921691695555,18.227674504539713,0.0
1,"Fixed | Butterworth (0.5-5 Hz, order 4)",0,50,119,1.2460479988133268,1.8165992625357432,0.07485777079866252,0.178891629769711,-3.3793186491698948,3.737101908709317,0.0
1,"Fixed | Butterworth (0.5-5 Hz, order 4)",0,53,119,5.935548092257108,7.821425872427902,-0.014081233047209336,-2.2673975251553418,-17.001132523584076,12.466337473273391,0.0
1,"Fixed | Butterworth (0.7-4 Hz, order 3)",0,6,119,0.6904946601080469,0.8257995396310768,0.12979979025106309,0.411690931640728,-0.9973272891901088,1.8207091524715648,0.0
1,"Fixed | Butterworth (0.7-4 Hz, order 3)",0,11,119,2.11118475835955,2.9617829688517574,0.3319081081533425,0.046460257199020125,-5.782463035059464,5.875383549457504,0.0
1,"Fixed | Butterworth (0.7-4 Hz, order 3)",0,16,119,0.5647610813286688,0.7298771758241904,0.7670886921462488,-0.03378578451580174,-1.468853991867324,1.4012824228357204,0.0
1,"Fixed | Butterworth (0.7-4 Hz, order 3)",0,21,119,44.934425266478705,47.18258884614654,-0.5611058021157,-56.792700716293915,-95.63632212292191,-17.949079309665926,0.0
1,"Fixed | Butterworth (0.7-4 Hz, order 3)",0,25,119,49.83777814358743,49.84816421486715,-0.040719595307382984,-61.21838326292076,-67.59882292100181,-54.8379436048397,0.0
1,"Fixed | Butterworth (0.7-4 Hz, order 3)",0,30,119,1.0886180716012512,1.385076627862499,0.11507396441584648,0.14454184553062305,-2.566801900329347,2.855885591390593,0.0
1,"Fixed | Butterworth (0.7-4 Hz, order 3)",0,35,119,3.0637982691646366,4.305731184059828,0.37815091119508804,0.26990803299470384,-8.188341605307023,8.72815767129643,0.0
1,"Fixed | Butterworth (0.7-4 Hz, order 3)",0,40,119,7.96195841887931,16.659304467251744,0.056676910078515524,-7.415863301355162,-37.04683967582159,22.21511307311126,0.0
1,"Fixed | Butterworth (0.7-4 Hz, order 3)",0,45,119,7.518119856940773,9.15247278258942,-0.013967701773448124,0.33656542030536535,-17.665948480321173,18.339079320931905,0.0
1,"Fixed | Butterworth (0.7-4 Hz, order 3)",0,50,119,1.0660457600409634,1.3914120990787024,0.22976547464573105,0.14059161867769207,-2.584091178800695,2.865274416156079,0.0
1,"Fixed | Butterworth (0.7-4 Hz, order 3)",0,53,119,6.155028909708355,8.462204612181452,-0.0700589709000254,-2.623707569782847,-18.45895295523583,13.211537815670134,0.0
1,Monte-Carlo,11,6,119,0.694117381585298,0.8283784193357993,0.11903091558997977,0.4005812524438244,-1.0265907467223157,1.8277532516099644,0.0
1,Monte-Carlo,11,11,119,2.005630333128834,2.8228086928601943,0.3900342118447091,0.1228530709520974,-5.427981699598543,5.673687841502738,0.0
1,Monte-Carlo,11,16,119,0.5307983805131499,0.67617307087851,0.7779082298626145,-0.04839956929431773,-1.3758887922065097,1.2790896536178742,0.0
1,Monte-Carlo,11,21,119,44.94989255182416,47.239424832406975,-0.5461286250361576,-56.480921927138496,-95.07246721399682,-17.88937664028017,0.0
1,Monte-Carlo,11,25,119,50.0,50.0,0.06089253570511306,-61.803181252833745,-65.27268900062764,-58.333673505039854,0.0
1,Monte-Carlo,11,30,119,1.064265676767937,1.3682289227156765,0.11602156809506708,0.13530651328717838,-2.5445605783321112,2.815173604906468,0.0
1,Monte-Carlo,11,35,119,3.6244547278112442,6.418700719178791,0.16305520239348475,-0.3571897622699724,-12.971461565230578,12.257082040690635,0.0
1,Monte-Carlo,11,40,119,8.85798655691543,18.579310218745892,0.052930068924747706,-8.368381141171609,-43.11396453972046,26.377202257377242,0.0
1,Monte-Carlo,11,45,119,7.423513595716023,9.138941294513783,-0.03056730549038246,0.1071192197094932,-17.87970957473828,18.093948014157263,0.0
1,Monte-Carlo,11,50,119,1.2998223217902507,1.8711200630714708,0.15882721510994213,0.29280825346599826,-3.3447200936922066,3.9303366006242033,0.0
1,Monte-Carlo,11,53,119,5.831905764649836,7.666792897124562,0.022313185305751333,-2.166617584996663,-16.641961769571452,12.308726599578128,0.0
1,SARSA,11,6,119,0.6924656672608216,0.8343042821353228,0.1314883843871978,0.45251565927415205,-0.9271025910985359,1.8321339096468399,0.0
1,SARSA,11,11,119,2.058774268969722,2.872580171429255,0.3720390217937493,0.08028944847051628,-5.571565416088074,5.7321443130291065,0.0
1,SARSA,11,16,119,0.5562889369541739,0.7207656503245428,0.7505943197434871,0.03929993589141909,-1.377263698042775,1.455863569825613,0.0
1,SARSA,11,21,119,45.00445695324197,47.30218265642137,-0.570828746029064,-56.5749011946147,-95.11324642853867,-18.036555960690713,0.0
1,SARSA,11,25,119,49.90969947300954,49.919337889606965,-0.04635108291937273,-61.606985352019194,-66.80722599942031,-56.40674470461808,0.0
1,SARSA,11,30,119,1.1182957200002785,1.4177912053024302,0.08592149843884903,0.19268233682986555,-2.572047423549407,2.957412097209138,0.0
1,SARSA,11,35,119,3.3943394109016394,5.950350056852191,0.24396828019744407,-0.04433450299045349,-12.100722970747212,12.012053964766304,0.0
1,SARSA,11,40,119,8.423408060169761,18.128864568522758,0.006855134723443623,-7.965945330657423,-42.85572987348576,26.923839212170915,0.0
1,SARSA,11,45,119,7.365678153616951,9.072883103174457,-0.042048101051962904,0.34064613805478494,-17.504805458631203,18.18609773474077,0.0
1,SARSA,11,50,119,1.1939042110108382,1.573992034985684,0.1990909327887418,0.3999981465758695,-2.5963616445159206,3.396357937667659,0.0
1,SARSA,11,53,119,5.744310018552081,7.826622125027434,-0.0009382506353485774,-2.281399126284052,-17.017450586193448,12.454652333625345,0.0
1,Q-learning,11,6,119,0.7018705925654556,0.8527989697365334,0.1279772485554461,0.43814551600543306,-1.0019290340539828,1.878220066064849,0.0
1,Q-learning,11,11,119,2.005816056475428,2.8848469667501115,0.36831864650323176,0.051655669017729826,-5.625642391755951,5.72895372979141,0.0
1,Q-learning,11,16,119,0.5841449951424665,0.7406050411010133,0.7441139827364084,-0.020826667340562627,-1.4779738617493205,1.4363205270681954,0.0
1,Q-learning,11,21,119,46.053402543035354,47.82893679301903,-0.6729154470971164,-57.769210965847776,-92.56266959861178,-22.975752333083776,0.0
1,Q-learning,11,25,119,49.90969947300954,49.919337889606965,-0.10085085765358477,-61.36014648890759,-66.69596491373777,-56.024328064077416,0.0
1,Q-learning,11,30,119,1.1279835439036345,1.431598459475642,0.09220199690685035,0.2367537426006232,-2.542243729182071,3.015751214383317,0.0
1,Q-learning,11,35,119,3.477644563090691,5.974654929004276,0.2652378637602731,-0.07218160627815019,-12.369367102286535,12.225003889730235,0.0
1,Q-learning,11,40,119,7.847181197453133,17.22519980407134,0.05557535934354193,-6.979522168510068,-38.73621883741109,24.777174500390952,0.8403361344537785
1,Q-learning,11,45,119,7.352306283519632,9.04054366339254,-0.029985005137046314,0.3271787904122587,-17.455554143262102,18.10991172408662,0.0
1,Q-learning,11,50,119,1.3293193828944658,1.6980550338996419,0.11149093124512346,0.3182296476954606,-2.964813111798927,3.601272407189848,0.0
1,Q-learning,11,53,119,5.9859652081262515,7.955890705184431,0.01652648708477052,-2.2489186810457236,-17.26974652811327,12.771909166021821,0.0
1,Contextual bandit,11,6,119,0.7039638102020993,0.8495320101949477,0.08009291247467784,0.433997960778954,-1.0034590440882443,1.871454965646152,0.0
1,Contextual bandit,11,11,119,1.998241665093588,2.859448511388635,0.369367484404464,0.11704497075254482,-5.5064549947627395,5.740544936267829,0.0
1,Contextual bandit,11,16,119,0.5760129744481286,0.7388011805256395,0.7582194459072972,0.0065138432163870585,-1.4476028106878138,1.4606304971205881,0.0
1,Contextual bandit,11,21,119,44.67693953188137,47.12872819327445,-0.5649082604476285,-56.332552731054,-95.81453593973959,-16.850569522368424,0.0
1,Contextual bandit,11,25,119,49.90969947300954,49.919337889606965,-0.08426026196458351,-61.421653297718635,-66.40060522511364,-56.44270137032363,0.0
1,Contextual bandit,11,30,119,1.092032085257533,1.3964300237798437,0.1189313248497049,0.19711929681849616,-2.523934713669867,2.9181733073068594,0.0
1,Contextual bandit,11,35,119,3.673350258647335,7.242944501327628,0.17118136595304595,-0.5333718974140599,-15.585446869558467,14.518703074730347,0.0
1,Contextual bandit,11,40,119,7.57026616752626,16.618338869680848,0.031234834477259873,-7.004552159489374,-38.99063507803385,24.981530759055097,0.0
1,Contextual bandit,11,45,119,7.499501007448445,9.201568075708344,-0.02334325953417321,0.1343290667993876,-17.975072929050818,18.243731062649594,0.0
1,Contextual bandit,11,50,119,1.3407697988922223,1.9361272393762428,0.10304431382053207,0.44838366266705915,-3.2588695186304255,4.155636843964544,0.0
1,Contextual bandit,11,53,119,5.9020233894499095,7.987153087308331,0.0053333606746006346,-2.3377305604369187,-17.3702979766082,12.69483685573436,0.0
1,Monte-Carlo,22,6,119,0.6983517251055732,0.8373790265538517,0.13526054814873972,0.4341565485408401,-0.9752139395655302,1.8435270366472103,0.0
1,Monte-Carlo,22,11,119,2.066600558763874,2.8759004966793995,0.36438880010802577,0.10329841886792296,-5.553648077569881,5.760244915305727,0.0
1,Monte-Carlo,22,16,119,0.5631514150884623,0.7321972582919932,0.7527732130745576,0.02626194877669502,-1.413985500474321,1.466509398027711,0.0
1,Monte-Carlo,22,21,119,45.06823480012352,47.35121717799286,-0.5889731089747364,-57.27579811391913,-95.94954019693083,-18.602056030907434,0.0
1,Monte-Carlo,22,25,119,50.0,50.0,0.04407218255026944,-61.72111481434761,-64.16277102475021,-59.279458603945,0.0
1,Monte-Carlo,22,30,119,1.1153979366906481,1.4260890358658953,0.10228322250072071,0.18034304564183593,-2.6040752692125326,2.964761360496204,0.0
1,Monte-Carlo,22,35,119,3.537056307411836,6.047882121961229,0.242437329570178,-0.07678786822396061,-12.965139932477436,12.811564196029517,0.0
1,Monte-Carlo,22,40,119,7.750598615110881,16.85757899400828,0.009439299246946316,-7.374918298692899,-40.56968300323277,25.819846405846974,0.0
1,Monte-Carlo,22,45,119,7.444000659141045,9.170277479027046,-0.03367547782474192,0.08438288883153565,-17.96459604884002,18.133361826503087,0.0
1,Monte-Carlo,22,50,119,1.2096851274818943,1.5043179736916048,0.23651818653467083,0.2371039211569624,-2.686816434952236,3.161024277266161,0.0
1,Monte-Carlo,22,53,119,5.8075891974225895,7.848740156920189,-0.006143329865394783,-2.100086049779005,-16.985384945951033,12.785212846393025,0.0
1,SARSA,22,6,119,0.7039638102020993,0.8495320101949477,0.08009291247467784,0.433997960778954,-1.0034590440882443,1.871454965646152,0.0
1,SARSA,22,11,119,2.0031554544488537,2.8242948169729662,0.3946759911747183,0.0615662117510235,-5.496137206077258,5.619269629579306,0.0
1,SARSA,22,16,119,0.5445654497938721,0.7022548145047304,0.7505142036209731,0.018609458744631237,-1.3631445502562032,1.4003634677454657,0.0
1,SARSA,22,21,119,45.510461318522445,47.636651374515274,-0.5624339568481742,-58.26079046248866,-96.40453620127182,-20.11704472370549,0.0
1,SARSA,22,25,119,49.88286284413431,49.89094168935345,0.035789501746737326,-61.40131545208837,-66.96642516102203,-55.836205743154714,0.0
1,SARSA,22,30,119,1.109689236105987,1.4178494011797647,0.07297635959763932,0.2097312752442327,-2.5503032269232215,2.9697657774116872,0.0
1,SARSA,22,35,119,3.3958006546927058,5.8915188920756645,0.2549609837632377,0.06863621961260195,-12.072237911246628,12.209510350471831,0.0
1,SARSA,22,40,119,8.088614722446115,17.296156732239123,0.043738511096649536,-7.553006081123699,-39.75827546776682,24.652263305519426,0.0
1,SARSA,22,45,119,7.359291173702905,9.052228231215647,-0.014677475651030038,-0.030531944426318316,-17.847818845371737,17.7867549565191,0.0
1,SARSA,22,50,119,1.4468266262779925,2.43635994382869,0.018196705782662026,0.21469710135036674,-4.562104025289862,4.991498227990595,0.0
1,SARSA,22,53,119,5.878619459572317,7.826846066338028,0.013369895804317725,-2.1944441776335477,-16.982026878005655,12.593138522738558,0.0
1,Q-learning,22,6,119,0.7061259903912095,0.8465713981974685,0.1304457238484864,0.41955088075097485,-1.0277230688294496,1.8668248303313995,0.0
1,Q-learning,22,11,119,1.9918966218310838,2.820918631961461,0.3867015450218056,0.10738698563157202,-5.440967419373546,5.65574139063669,0.0
